Unnamed: 0,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
19234,1205733,Credit reporting,,Incorrect information on credit report,Account status,CA,91766.0,2015-01-23,2015-01-28,Equifax,Closed with explanation,Yes,
17610,1211846,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32829.0,2015-01-27,2015-01-30,TransUnion,Closed with non-monetary relief,Yes,
3077,1262693,Mortgage,Other mortgage,Other,,TX,75094.0,2015-03-02,2015-03-09,Nationstar Mortgage,Closed with explanation,Yes,
17088,1215111,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,CA,94610.0,2015-01-28,2015-02-02,Citibank,Closed with monetary relief,Yes,
6418,1250833,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MI,48188.0,2015-02-21,2015-03-09,Transworld Systems Inc.,Closed with explanation,Yes,Yes
26754,1181942,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,CA,90210.0,2015-01-05,2015-01-06,State Farm Bank,Closed with explanation,Yes,
7330,1248334,Credit reporting,,Incorrect information on credit report,Personal information,TN,38133.0,2015-02-19,2015-02-19,"Kroll, Inc",Closed with explanation,Yes,
2157,1267006,Consumer loan,Vehicle loan,Managing the loan or lease,,NC,28390.0,2015-03-04,2015-03-10,Ally Financial Inc.,In progress,Yes,
26268,1182046,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33157.0,2015-01-06,2015-01-09,Bank of America,Closed with explanation,Yes,
24663,1189343,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,KY,41051.0,2015-01-10,2015-01-10,Nationstar Mortgage,Closed with explanation,Yes,
23672,1203361,Debt collection,Credit card,Communication tactics,Called after sent written cease of comm,OH,44706.0,2015-01-13,2015-01-13,GE Capital Retail,Closed with non-monetary relief,Yes,
22225,1196721,Credit reporting,,Incorrect information on credit report,Account status,CA,90266.0,2015-01-16,2015-01-16,TransUnion,Closed with explanation,Yes,
20860,1200680,Credit reporting,,Incorrect information on credit report,Account terms,IL,60649.0,2015-01-20,2015-03-04,Experian,Closed with non-monetary relief,Yes,Yes
16706,1215539,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,19148.0,2015-01-29,2015-01-29,Wells Fargo,Closed with explanation,Yes,
16746,1214992,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11795.0,2015-01-28,2015-01-28,Experian,Closed with explanation,Yes,
12140,1232045,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NY,10547.0,2015-02-09,2015-02-09,JPMorgan Chase,Closed with explanation,Yes,
24891,1189153,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,93103.0,2015-01-09,2015-01-09,Rabobank,Closed with explanation,Yes,Yes
14316,1221628,Credit card,,Billing disputes,,VA,22192.0,2015-02-03,2015-02-03,Citibank,Closed with monetary relief,Yes,
6399,1250798,Student loan,Non-federal student loan,Can't repay my loan,,MO,63010.0,2015-02-21,2015-02-21,AES/PHEAA,Closed with explanation,Yes,
5712,1254985,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,MO,63366.0,2015-02-23,2015-02-24,U.S. Bancorp,Closed with non-monetary relief,Yes,
22290,1196998,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,IL,60136.0,2015-01-16,2015-01-16,Seterus,Closed with explanation,Yes,Yes
1337,1290263,Credit card,,Delinquent account,,AZ,85295.0,2015-03-06,2015-03-06,Wells Fargo,Closed with explanation,Yes,
6529,1249815,Payday loan,,Received a loan I didn't apply for,,FL,32825.0,2015-02-20,2015-02-27,Critical Resolution Mediation LLC,Closed,Yes,
9684,1239124,Credit reporting,,Incorrect information on credit report,Account terms,CA,95210.0,2015-02-13,2015-03-06,Experian,Closed with non-monetary relief,Yes,
13198,1226302,Bank account or service,Checking account,,,FL,33487.0,2015-02-05,2015-02-05,JPMorgan Chase,Closed with monetary relief,Yes,
3108,1262715,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33027.0,2015-03-02,2015-03-02,"Green Tree Servicing, LLC",Closed with explanation,Yes,Yes
12322,1230201,Credit reporting,,Incorrect information on credit report,Account status,TX,75702.0,2015-02-07,2015-02-12,Experian,Closed with explanation,Yes,
1103,1272864,Credit card,,Credit card protection / Debt protection,,FL,33486.0,2015-03-08,2015-03-09,JPMorgan Chase,Closed with explanation,Yes,
25224,1186519,Credit reporting,,Incorrect information on credit report,Account status,AL,36582.0,2015-01-08,2015-01-08,Equifax,Closed with explanation,Yes,
26970,1180805,Credit reporting,,Incorrect information on credit report,Personal information,GA,30305.0,2015-01-05,2015-01-09,Experian,Closed with non-monetary relief,Yes,No
3197,1263973,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,IL,60402.0,2015-03-01,2015-03-02,Bank of America,In progress,Yes,
1427,1271852,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,SC,29577.0,2015-03-06,2015-03-06,"Pinnacle Recovery, Inc.",Closed with explanation,Yes,
23738,1193877,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,NY,11372.0,2015-01-13,2015-01-13,Santander Bank US,Closed,Yes,Yes
17672,1211177,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,90034.0,2015-01-27,2015-01-27,Experian,Closed with non-monetary relief,Yes,
21789,1197970,Credit reporting,,Incorrect information on credit report,Public record,WA,98270.0,2015-01-17,2015-01-17,Experian,Closed with non-monetary relief,Yes,
17742,1212103,Credit reporting,,Incorrect information on credit report,Account status,NY,11232.0,2015-01-27,2015-02-03,TransUnion,In progress,Yes,
10373,1236370,Credit reporting,,Incorrect information on credit report,Account status,MD,20785.0,2015-02-11,2015-02-11,TransUnion,Closed with non-monetary relief,Yes,
21590,1198561,Consumer loan,Installment loan,Shopping for a loan or lease,,NC,28209.0,2015-01-19,2015-01-22,GE Capital Retail,Closed with non-monetary relief,Yes,Yes
21269,1200014,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,NC,28387.0,2015-01-20,2015-01-20,Ocwen,Closed with explanation,Yes,
22187,1196549,Debt collection,,Communication tactics,Frequent or repeated calls,TX,76117.0,2015-01-16,2015-01-22,Encore Capital Group,Closed with non-monetary relief,Yes,
7793,1245876,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,CA,92886.0,2015-02-18,2015-02-24,Ocwen,Closed with explanation,Yes,Yes
22020,1197517,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,TX,77056.0,2015-01-16,2015-01-23,M&S Recovery Solutions,Closed with explanation,Yes,
3286,1262189,Credit card,,Closing/Cancelling account,,FL,32607.0,2015-03-01,2015-03-01,Discover,Closed with explanation,Yes,
3058,1266183,Consumer loan,Vehicle loan,Taking out the loan or lease,,CA,95112.0,2015-03-02,2015-03-03,Navy FCU,In progress,Yes,
22843,1194344,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,94583.0,2015-01-15,2015-01-15,Bank of America,Closed with explanation,Yes,
3753,1260055,Bank account or service,Checking account,Deposits and withdrawals,,NV,89149.0,2015-02-27,2015-02-27,Citibank,Closed with explanation,Yes,
2851,1263242,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,92203.0,2015-03-02,2015-03-04,U.S. Bancorp,Closed with explanation,Yes,
6427,1250852,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,IL,60473.0,2015-02-21,2015-02-27,Encore Capital Group,In progress,Yes,
3402,1261795,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,92663.0,2015-02-28,2015-02-28,Ad Astra Recovery Services Inc,Closed with explanation,Yes,
4950,1257211,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,33624.0,2015-02-25,2015-03-03,"Equidata, Inc.",Untimely response,No,
20414,1201162,Credit reporting,,Incorrect information on credit report,Account status,TX,78130.0,2015-01-21,2015-02-04,TransUnion,Closed with explanation,Yes,
6750,1248577,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92021.0,2015-02-20,2015-02-26,Experian,In progress,Yes,
14967,1219910,Credit reporting,,Incorrect information on credit report,Account terms,CA,91604.0,2015-02-02,2015-02-02,TransUnion,Closed with explanation,Yes,Yes
24026,1190483,Bank account or service,Checking account,Using a debit or ATM card,,GA,30341.0,2015-01-12,2015-01-12,Wells Fargo,Closed with explanation,Yes,
7672,1245002,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,TX,77521.0,2015-02-18,2015-02-18,Ocwen,Closed with explanation,Yes,
16556,1217529,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92507.0,2015-01-29,2015-01-30,Equifax,Closed with explanation,Yes,
15824,1218682,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,MA,1902.0,2015-01-30,2015-01-30,"Green Tree Servicing, LLC",Closed with explanation,Yes,
7885,1244194,Payday loan,,Charged fees or interest I didn't expect,,WA,98683.0,2015-02-18,2015-02-23,Red Rock Tribal Lending,Closed with explanation,Yes,
10859,1235661,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30046.0,2015-02-11,2015-02-11,Navient,In progress,Yes,
3697,1260762,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,CO,80534.0,2015-02-27,2015-02-27,"Dynamic Recovery Solutions, LLC",Closed with non-monetary relief,No,
24473,1189555,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,WA,98110.0,2015-01-11,2015-01-11,Penn Credit Corporation,Closed with explanation,Yes,No
26316,1182278,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92585.0,2015-01-06,2015-02-09,Experian,Closed with explanation,Yes,
8528,1242436,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,KS,66086.0,2015-02-17,2015-02-23,Consumer Collection Management. Inc,Closed with explanation,No,
14007,1224360,Payday loan,,Can't contact lender,,MO,63944.0,2015-02-04,2015-02-04,"Check into Cash, Inc.",Closed with monetary relief,Yes,
21017,1199269,Credit card,,Balance transfer,,TX,75252.0,2015-01-20,2015-01-21,Amex,Closed with non-monetary relief,Yes,
17168,1213379,Credit reporting,,Incorrect information on credit report,Information is not mine,GA,30044.0,2015-01-28,2015-01-28,Equifax,Closed with explanation,Yes,
20569,1201695,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CO,80003.0,2015-01-21,2015-01-21,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,Yes
6377,1250604,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,CO,81623.0,2015-02-21,2015-02-21,Bank of America,In progress,Yes,
20704,1202790,Credit reporting,,Incorrect information on credit report,Account terms,CA,92544.0,2015-01-21,2015-01-21,Equifax,Closed with non-monetary relief,Yes,
25156,1188580,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,NH,3104.0,2015-01-09,2015-01-14,"Convergent Resources, Inc.",Closed with explanation,Yes,No
8845,1241533,Credit reporting,,Incorrect information on credit report,Account status,OH,43615.0,2015-02-16,2015-02-16,Experian,In progress,Yes,
8074,1245428,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,32259.0,2015-02-18,2015-02-18,Transworld Systems Inc.,Closed with explanation,Yes,
12354,1230253,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,91701.0,2015-02-07,2015-02-07,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,
505,1278340,Credit reporting,,Incorrect information on credit report,Account terms,FL,33947.0,2015-03-11,2015-03-11,Experian,In progress,Yes,
9607,1240837,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,OK,73135.0,2015-02-13,2015-02-14,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,Yes,
7582,1247891,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,PA,15301.0,2015-02-19,2015-03-04,Global Credit & Collection Corporation,Closed with explanation,Yes,
15951,1217569,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,OH,44140.0,2015-01-30,2015-02-02,JPMorgan Chase,Closed with explanation,Yes,
16844,1214680,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,GA,30022.0,2015-01-28,2015-01-28,"Convergent Resources, Inc.",Closed with explanation,Yes,
21221,1199725,Bank account or service,Checking account,Problems caused by my funds being low,,PA,17522.0,2015-01-20,2015-01-21,Santander Bank US,Closed with monetary relief,Yes,
20383,1202916,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,GA,30161.0,2015-01-21,2015-01-26,Selene Finance,Closed with explanation,Yes,Yes
19066,1205703,Credit reporting,,Incorrect information on credit report,Information is not mine,PR,662.0,2015-01-23,2015-03-12,TransUnion,Closed with explanation,Yes,
99,1284552,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32086.0,2015-03-16,2015-03-16,Transworld Systems Inc.,Closed with explanation,Yes,
1668,1272063,Credit reporting,,Incorrect information on credit report,Account status,FL,34747.0,2015-03-05,2015-03-05,Equifax,In progress,Yes,
1433,1270910,Student loan,Non-federal student loan,Can't repay my loan,,IN,46203.0,2015-03-06,2015-03-06,Navient,In progress,Yes,
21798,1197993,Credit reporting,,Incorrect information on credit report,Account status,ID,83835.0,2015-01-17,2015-01-17,Experian,Closed with non-monetary relief,Yes,
27120,1181262,Credit reporting,,Incorrect information on credit report,Account status,TX,77084.0,2015-01-05,2015-01-29,TransUnion,Closed with non-monetary relief,Yes,
14802,1223797,Credit card,,APR or interest rate,,CA,94601.0,2015-02-03,2015-02-03,Wells Fargo,Closed with explanation,Yes,Yes
15041,1219865,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VA,22311.0,2015-02-02,2015-02-02,Bank of America,Closed with explanation,Yes,Yes
26502,1183154,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,AL,35080.0,2015-01-06,2015-01-06,Equifax,Closed with explanation,Yes,Yes
24007,1205541,Credit card,,APR or interest rate,,FL,32411.0,2015-01-12,2015-01-13,Capital One,Closed with explanation,Yes,
2393,1266109,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,FL,33016.0,2015-03-03,2015-03-03,Bank of America,In progress,Yes,
28127,1178151,Credit card,,Unsolicited issuance of credit card,,OH,43004.0,2015-01-01,2015-01-02,Citibank,Closed with non-monetary relief,Yes,No
18353,1209378,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,NJ,8052.0,2015-01-26,2015-01-29,Global Recovery Solutions,Untimely response,No,
26213,1184056,Debt collection,Non-federal student loan,Taking/threatening an illegal action,Threatened to sue on too old debt,AK,99686.0,2015-01-07,2015-01-07,"EOS Holdings, Inc.",Closed with non-monetary relief,Yes,No
25632,1186356,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VA,23322.0,2015-01-08,2015-01-08,Ocwen,Closed with explanation,Yes,Yes
2221,1267941,Credit reporting,,Incorrect information on credit report,Account terms,MN,55304.0,2015-03-04,2015-03-04,Experian,In progress,Yes,
27932,1179526,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,GA,30044.0,2015-01-02,2015-01-06,Ocwen,Closed with explanation,Yes,Yes
19538,1206478,Credit card,,Billing disputes,,KY,40517.0,2015-01-23,2015-01-26,JPMorgan Chase,Closed with explanation,Yes,
1448,1270685,Bank account or service,Checking account,Deposits and withdrawals,,WA,98177.0,2015-03-06,2015-03-06,U.S. Bancorp,Closed with explanation,Yes,
4471,1256562,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IN,46706.0,2015-02-25,2015-03-18,"Sentry Recovery and Collections, Inc.",Closed with explanation,Yes,
3643,1261153,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,MI,48371.0,2015-02-27,2015-02-27,AmeriCollect,Closed with explanation,Yes,
4659,1256277,Bank account or service,Checking account,"Account opening, closing, or management",,CA,90211.0,2015-02-25,2015-02-26,U.S. Bancorp,Closed with monetary relief,Yes,
10519,1235942,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NC,28314.0,2015-02-11,2015-02-20,TD Bank,Closed with explanation,Yes,
11358,1233405,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TX,78840.0,2015-02-10,2015-02-10,"Green Tree Servicing, LLC",Closed with explanation,Yes,
23454,1196009,Prepaid card,General purpose card,Fraud or scam,,CA,91360.0,2015-01-13,2015-01-20,U.S. Bancorp,Closed with monetary relief,Yes,
17001,1215721,Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,FL,33313.0,2015-01-28,2015-02-03,Scherr & McClure,In progress,Yes,
5705,1251675,Credit card,,Closing/Cancelling account,,VA,23602.0,2015-02-23,2015-02-23,Discover,Closed with explanation,Yes,
11487,1234418,Credit reporting,,Incorrect information on credit report,Personal information,CA,95605.0,2015-02-10,2015-02-10,Equifax,Closed with explanation,Yes,Yes
8188,1245635,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,KY,41017.0,2015-02-18,2015-02-18,"Caliber Home Loans, Inc",Closed with explanation,Yes,
7042,1247560,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,OK,73112.0,2015-02-19,2015-02-26,Experian,Closed with non-monetary relief,Yes,
1092,1272608,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,75766.0,2015-03-08,2015-03-08,Ocwen,Closed with explanation,Yes,Yes
21037,1201219,Student loan,Non-federal student loan,Dealing with my lender or servicer,,CO,80521.0,2015-01-20,2015-01-21,Navient,Closed with explanation,Yes,
10890,1234903,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,MA,1841.0,2015-02-11,2015-02-11,Equifax,Closed with non-monetary relief,Yes,Yes
13086,1228312,Credit reporting,,Incorrect information on credit report,Personal information,TN,37130.0,2015-02-05,2015-02-06,TransUnion,Closed with explanation,Yes,
18815,1208106,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33304.0,2015-01-24,2015-01-24,Flagstar Bank,Closed with explanation,Yes,Yes
4707,1257715,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NM,88012.0,2015-02-25,2015-03-04,Wells Fargo,Closed with explanation,Yes,Yes
11509,1233139,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,WA,98387.0,2015-02-10,2015-02-10,Encore Capital Group,Closed with explanation,Yes,
14458,1225511,Consumer loan,Vehicle loan,Shopping for a loan or lease,,TX,79424.0,2015-02-03,2015-02-04,Ally Financial Inc.,Closed with explanation,Yes,
11012,1233957,Credit card,,Identity theft / Fraud / Embezzlement,,TX,75203.0,2015-02-10,2015-02-13,"First National Collection Bureau, Inc.",Closed with explanation,Yes,
19720,1203902,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NC,27604.0,2015-01-22,2015-01-22,Wells Fargo,Closed with explanation,Yes,
1441,1270881,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,MD,20706.0,2015-03-06,2015-03-13,Financial Management Solutions,Closed with explanation,Yes,
4984,1257394,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,NY,11219.0,2015-02-25,2015-03-03,Experian,In progress,Yes,
10650,1236557,Debt collection,Non-federal student loan,Disclosure verification of debt,Not given enough info to verify debt,WA,98087.0,2015-02-11,2015-02-19,GC Services Limited Partnership,Closed with non-monetary relief,Yes,
25550,1186122,Credit reporting,,Incorrect information on credit report,Account status,OK,74422.0,2015-01-08,2015-01-13,GE Capital Retail,Closed with explanation,Yes,No
10936,1234967,Credit card,,Other,,AR,71968.0,2015-02-11,2015-02-11,GE Capital Retail,Closed with explanation,Yes,
7095,1247114,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,45693.0,2015-02-19,2015-02-19,Ocwen,Closed with explanation,Yes,
5144,1255192,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MS,39215.0,2015-02-24,2015-02-24,"Green Tree Servicing, LLC",Closed with explanation,Yes,
5425,1253375,Consumer loan,Installment loan,Managing the loan or lease,,MD,21009.0,2015-02-24,2015-03-03,"AmerAssist A/R Solutions, Inc.",In progress,Yes,
24615,1189264,Mortgage,Conventional fixed mortgage,Settlement process and costs,,CA,95758.0,2015-01-10,2015-01-10,Ocwen,Closed with explanation,Yes,
2041,1268041,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11203.0,2015-03-04,2015-03-11,Experian,Closed with explanation,Yes,
26261,1182021,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33189.0,2015-01-06,2015-01-09,Ocwen,Untimely response,No,
6711,1248561,Debt collection,Non-federal student loan,Communication tactics,Threatened to take legal action,MI,48238.0,2015-02-20,2015-02-23,AES/PHEAA,Closed with explanation,Yes,
4450,1256507,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,33073.0,2015-02-25,2015-03-03,Bank of America,Closed with explanation,Yes,
22451,1196262,Credit card,,Closing/Cancelling account,,IL,60139.0,2015-01-15,2015-01-16,Bank of America,Closed with monetary relief,Yes,
4982,1257382,Credit reporting,,Incorrect information on credit report,Public record,FL,34667.0,2015-02-25,2015-02-25,Experian,Closed with non-monetary relief,Yes,
13712,1224336,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,13068.0,2015-02-04,2015-02-09,Ocwen,Closed with explanation,Yes,
10475,1237268,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,CA,92075.0,2015-02-11,2015-02-12,"I.C. System, Inc.",Closed with explanation,Yes,
7745,1246825,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77375.0,2015-02-18,2015-02-19,Experian,In progress,Yes,
20571,1201694,Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,,,2015-01-21,2015-01-26,Allied Interstate LLC,Closed with non-monetary relief,Yes,
8648,1242938,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NC,28312.0,2015-02-17,2015-02-26,CIS Direct Lending,Closed with explanation,Yes,
1406,1271979,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WI,53066.0,2015-03-06,2015-03-06,Citibank,In progress,Yes,
24964,1187782,Credit card,,Billing statement,,,,2015-01-09,2015-01-09,Citibank,Closed with monetary relief,Yes,No
12524,1228351,Bank account or service,Checking account,Deposits and withdrawals,,NC,28170.0,2015-02-06,2015-02-06,BB&T Financial,Closed with explanation,Yes,
16957,1213260,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NJ,7728.0,2015-01-28,2015-02-02,Wells Fargo,Closed with explanation,Yes,Yes
25548,1186034,Credit card,,Advertising and marketing,,KY,40013.0,2015-01-08,2015-01-12,PayPal,Closed with explanation,Yes,
22855,1194986,Bank account or service,Checking account,Problems caused by my funds being low,,AR,72033.0,2015-01-15,2015-01-20,Regions,Closed with explanation,Yes,
9849,1239883,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,CO,80111.0,2015-02-13,2015-02-13,"EOS Holdings, Inc.",Closed with explanation,Yes,
12010,1233046,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,SC,29745.0,2015-02-09,2015-02-12,Citibank,Closed with non-monetary relief,Yes,Yes
5354,1254996,Credit card,,Billing disputes,,FL,33319.0,2015-02-24,2015-03-02,Amex,Closed with explanation,Yes,
7298,1246445,Consumer loan,Vehicle lease,Taking out the loan or lease,,PA,18914.0,2015-02-19,2015-02-19,U.S. Bancorp,Closed with explanation,Yes,Yes
2918,1263354,Mortgage,Conventional fixed mortgage,Settlement process and costs,,CA,94602.0,2015-03-02,2015-03-02,U.S. Bancorp,Closed with explanation,Yes,
4501,1256617,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VA,22192.0,2015-02-25,2015-03-03,Ocwen,Closed with explanation,Yes,
22649,1195216,Credit reporting,,Incorrect information on credit report,Account terms,MN,55042.0,2015-01-15,2015-01-20,TransUnion,Closed with explanation,Yes,
10841,1237346,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NJ,8882.0,2015-02-11,2015-02-12,Absolute Resolutions Corp.,Closed,Yes,
23149,1193421,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,FL,33327.0,2015-01-14,2015-01-14,Guaranteed Rate,Closed with explanation,Yes,Yes
278,1282612,Credit card,,Other,,OH,43123.0,2015-03-13,2015-03-13,JPMorgan Chase,Closed with explanation,Yes,
15342,1221135,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,KY,40744.0,2015-02-02,2015-02-02,"Lloyd & McDaniel, PLC",Closed with explanation,Yes,
20187,1206745,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MD,21001.0,2015-01-22,2015-01-27,"Caliber Home Loans, Inc",Closed with explanation,Yes,
9922,1238374,Consumer loan,Vehicle loan,Managing the loan or lease,,CA,92220.0,2015-02-12,2015-02-12,Hyundai Capital America,Closed with explanation,Yes,
1503,1270972,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79404.0,2015-03-06,2015-03-06,Equifax,Closed with explanation,Yes,
16534,1215989,Debt collection,Medical,Taking/threatening an illegal action,Sued w/o proper notification of suit,NY,13605.0,2015-01-29,2015-01-29,"Security Credit Services, LLC",Closed with explanation,Yes,Yes
16070,1219317,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NY,10550.0,2015-01-30,2015-01-31,TransUnion,Closed with non-monetary relief,Yes,
7738,1244199,Payday loan,,Can't contact lender,,TX,76633.0,2015-02-18,2015-02-19,Speedy Cash Holdings,Closed with explanation,Yes,
6879,1249300,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,CA,96007.0,2015-02-20,2015-03-02,"Bliksum, LLC",Closed with explanation,Yes,
16731,1214233,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,PA,15675.0,2015-01-28,2015-02-20,"Constar Financial Services, LLC",Closed with explanation,Yes,
4181,1259895,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,IN,46151.0,2015-02-26,2015-02-27,Nationstar Mortgage,Closed with explanation,Yes,
11073,1234446,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,NJ,7642.0,2015-02-10,2015-02-13,JPMorgan Chase,Closed with explanation,Yes,
11887,1233114,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,AZ,85019.0,2015-02-09,2015-02-10,"Aldous & Associates, PLLC",Closed with explanation,Yes,
9159,1241330,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,FL,33324.0,2015-02-15,2015-02-15,Ocwen,In progress,Yes,
4900,1257135,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,IL,60445.0,2015-02-25,2015-03-04,Equifax,Closed with explanation,Yes,Yes
19570,1206019,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,TX,76116.0,2015-01-23,2015-02-10,Experian,In progress,Yes,
21457,1200675,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,MD,20741.0,2015-01-19,2015-01-20,Wells Fargo,Closed with explanation,Yes,
5121,1253928,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,AZ,85249.0,2015-02-24,2015-02-24,Transworld Systems Inc.,Closed with explanation,Yes,
11976,1231026,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NV,,2015-02-09,2015-02-12,"Green Tree Servicing, LLC",Closed with explanation,Yes,
